ISSCAAP,TAXOCODE,3A_CODE,Scientific_name,English_name,Family,Order
56,3161600312,LNX,Solen grandis,Grand razor shell,Solenidae,BIVALVIA
56,3161600313,ONK,Solen lamarckii,Lamarck's razor shell,Solenidae,BIVALVIA
56,3161600314,EGN,Solen guineensis,Guinea razor shell,Solenidae,BIVALVIA
56,31616003XX,RAZ,Solen spp,Solen razor clams nei,Solenidae,BIVALVIA
56,3161600501,EQK,Ensis arcuatus,Arched razor shell,Solenidae,BIVALVIA
56,3161600502,CLR,Ensis directus,Atl.jackknife(=Atl.razor clam),Solenidae,BIVALVIA
56,3161600503,EQE,Ensis ensis,Pod razor shell,Solenidae,BIVALVIA
56,3161600504,EQH,Ensis macha,Giant jackknife,Solenidae,BIVALVIA
56,3161600505,EQI,Ensis siliqua,Sword razor shell,Solenidae,BIVALVIA
56,3161600506,ENY,Ensis goreensis,Goree razor clam,Solenidae,BIVALVIA
56,31616005XX,EQX,Ensis spp,Ensis razor clams nei,Solenidae,BIVALVIA
56,3161600701,RAP,Siliqua patula,Pacific razor clam,Solenidae,BIVALVIA
56,3161600702,IQA,Siliqua alta,Dall's razor clam,Solenidae,BIVALVIA
56,3161600703,IQR,Siliqua radiata,Sunset razor clam,Solenidae,BIVALVIA
56,3161600704,IQW,Siliqua winteriana,Winter's razor clam,Solenidae,BIVALVIA
56,31616007XX,IQX,Siliqua spp,,Solenidae,BIVALVIA
56,3161600801,ULN,Cultellus tenuis,African knife shell,Solenidae,BIVALVIA
56,31616008XX,UOX,Cultellus spp,,Solenidae,BIVALVIA
56,31616XXXXX,SOI,Solenidae,"Razor clams, knife clams nei",Solenidae,BIVALVIA
56,3161700601,CLS,Mya arenaria,Sand gaper,Myidae,BIVALVIA
56,3161700602,YTK,Mya truncata,Blunt gaper,Myidae,BIVALVIA
56,31617006XX,MWA,Mya spp,Gaper nei,Myidae,BIVALVIA
56,3161808901,GEC,Panopea abrupta,Pacific geoduck,Hiatellidae,BIVALVIA
56,3161808902,PQV,Panopea aldovrandi,Aldovrandi's panope,Hiatellidae,BIVALVIA
56,31618089XX,GEX,Panopea spp,,Hiatellidae,BIVALVIA
56,3161900101,HXD,Hemidonax donaciformis,Common hemidonax,Hemidonacidae,BIVALVIA
53,3162000201,NOQ,Anomia ephippium,Common jingle shell,Anomiidae,BIVALVIA
53,3162000202,NPV,Anomia peruviana,Peruvian jingle shell,Anomiidae,BIVALVIA
53,31620002XX,NLX,Anomia spp,,Anomiidae,BIVALVIA
53,3162000301,ODQ,Pododesmus cepio,Abalone jingle shell,Anomiidae,BIVALVIA
53,31620003XX,NXX,Pododesmus spp,,Anomiidae,BIVALVIA
51,3162100101,BVL,Batissa violacea,Violet batissa,Corbiculidae,BIVALVIA
51,3162100201,YMA,Polymesoda aequilatera,Equilateral marsh clam,Corbiculidae,BIVALVIA
51,3162100202,YMR,Polymesoda caroliniana,Carolina marsh clam,Corbiculidae,BIVALVIA
51,3162100203,YME,Polymesoda erosa,Common geloina,Corbiculidae,BIVALVIA
51,3162100204,YMX,Polymesoda expansa,Broad geloina,Corbiculidae,BIVALVIA
51,3162100205,YMT,Polymesoda triangula,Triangular mash clam,Corbiculidae,BIVALVIA
51,3162100206,YMI,Polymesoda inflata,Inflated marsh clam,Corbiculidae,BIVALVIA
51,3162100207,YMK,Polymesoda arctata,Slender marsh clam,Corbiculidae,BIVALVIA
51,3162100208,YMB,Polymesoda bengalensis,Bengali geloina,Corbiculidae,BIVALVIA
51,31621002XX,YGX,Polymesoda spp,,Corbiculidae,BIVALVIA
51,3162100301,VIY,Villorita cyprinoides,Common Indian marsh clam,Corbiculidae,BIVALVIA
51,3162102502,CMJ,Corbicula japonica,Japanese corbicula,Corbiculidae,BIVALVIA
51,3162102503,CMM,Corbicula manilensis,Manila clam,Corbiculidae,BIVALVIA
51,3162102504,CMA,Corbicula fluminea,Asian clam,Corbiculidae,BIVALVIA
51,31621025XX,CLF,Corbicula spp,Freshwater clams nei,Corbiculidae,BIVALVIA
56,3162200101,FIF,Fimbria fimbriata,Common basket lucina,Fimbriidae,BIVALVIA
56,3162200102,FIV,Fimbria soverbii,Elegant basket lucina,Fimbriidae,BIVALVIA
56,3162300101,AKK,Acanthocardia aculeata,Spiny cockle,Cardiidae,BIVALVIA
56,3162300102,AKJ,Acanthocardia echinata,European prickly cockle,Cardiidae,BIVALVIA
56,3162300103,KTU,Acanthocardia paucicostata,Poorly ribbed cockle,Cardiidae,BIVALVIA
56,3162300104,KTS,Acanthocardia spinosa,Sand cockle,Cardiidae,BIVALVIA
56,3162300105,KTT,Acanthocardia tuberculata,Tuberculate cockle,Cardiidae,BIVALVIA
56,3162300202,KTG,Cerastoderma glaucum,Olive green cockle,Cardiidae,BIVALVIA
56,3162300203,COC,Cerastoderma edule,Common edible cockle,Cardiidae,BIVALVIA
56,3162300301,KDO,Cardium costatum,Costate cockle,Cardiidae,BIVALVIA
56,3162300302,KDR,Cardium ringens,Gaping cockle,Cardiidae,BIVALVIA
56,31623003XX,KFX,Cardium spp,,Cardiidae,BIVALVIA
56,3162300401,KCW,Clinocardium buelowi,Bulow's cockle,Cardiidae,BIVALVIA
56,3162300402,KCL,Clinocardium nuttallii,Basket cockle,Cardiidae,BIVALVIA
56,3162300501,DKR,Dinocardium robustum,Giant atlantic cockle,Cardiidae,BIVALVIA
56,3162300601,FVM,Fulvia mutica,Japanese cockle,Cardiidae,BIVALVIA
56,3162300602,FVP,Fulvia papyracea,Paper cockle,Cardiidae,BIVALVIA
56,31623006XX,FVX,Fulvia spp,,Cardiidae,BIVALVIA
56,3162300701,YNK,Hypanis plicatus,Folded lagoon cockle,Cardiidae,BIVALVIA
56,3162300801,LVC,Laevicardium crassum,Norwegian egg cockle,Cardiidae,BIVALVIA
56,3162300802,LVL,Laevicardium elatum,Giant Pacific egg cockle,Cardiidae,BIVALVIA
56,3162300803,LVO,Laevicardium oblongum,Oblong egg cockle,Cardiidae,BIVALVIA
56,3162300804,LVV,Laevicardium laevigatum,Common egg cockle,Cardiidae,BIVALVIA
56,31623008XX,KZX,Laevicardium spp,Egg cockles nei,Cardiidae,BIVALVIA
56,3162300901,MDK,Monodacna colorata,Coloured lagoon cockle,Cardiidae,BIVALVIA
56,3162301001,TKQ,Trachycardium consors,Consors' cockle,Cardiidae,BIVALVIA
56,3162301002,TDX,Trachycardium egmontianum,American prickly cockle,Cardiidae,BIVALVIA
56,3162301003,TIQ,Trachycardium isocardia,Even cockle,Cardiidae,BIVALVIA
56,3162301004,TIX,Trachycardium muricatum,American yellow cockle,Cardiidae,BIVALVIA
56,3162301005,TQP,Trachycardium panamense,Mexican cockle,Cardiidae,BIVALVIA
56,3162301006,TQO,Trachycardium procerum,Slender cockle,Cardiidae,BIVALVIA
56,3162301007,TQR,Trachycardium rugosum,Pacific yellow cockle,Cardiidae,BIVALVIA
56,3162301008,TQQ,Trachycardium quadragenarium,Giant Pacific cockle,Cardiidae,BIVALVIA
56,3162301009,YKU,Trachycardium rubicundum,Reddish cockle,Cardiidae,BIVALVIA
56,3162301010,YKA,Trachycardium angulatum,Angulate cockle,Cardiidae,BIVALVIA
56,3162301011,YKR,Trachycardium orbita,Orbit cockle,Cardiidae,BIVALVIA
56,3162301012,YKS,Trachycardium subrugosum,Wrinkled cockle,Cardiidae,BIVALVIA
56,31623010XX,YWX,Trachycardium spp,,Cardiidae,BIVALVIA
56,3162301101,FGR,Fragum fragum,White strawberry cockle,Cardiidae,BIVALVIA
56,3162301102,FGE,Fragum hemicardium,Pacific half cockle,Cardiidae,BIVALVIA
56,3162301103,FGD,Fragum unedo,Pacific strawberry cockle,Cardiidae,BIVALVIA
56,3162301201,MDQ,Americardia media,Atlantic strawberry cockle,Cardiidae,BIVALVIA
56,3162301301,KCC,Corculum cardissa,True heart cockle,Cardiidae,BIVALVIA
56,3162301401,GKS,Plagiocardium pseudolatum,Broad cockle,Cardiidae,BIVALVIA
56,3162301501,VKA,Vepricardium asiaticum,Asiatic cockle,Cardiidae,BIVALVIA
56,3162301502,VKS,Vepricardium sinense,Chinese cockle,Cardiidae,BIVALVIA
56,3162301601,QRG,Serripes groenlandicus,Greenland smoothcockle,Cardiidae,BIVALVIA
56,31623XXXXX,COZ,Cardiidae,Cockles nei,Cardiidae,BIVALVIA
56,3162400101,KDS,Atactodea striata,Striate beach clam,Mesodesmatidae,BIVALVIA
56,3162400201,AFQ,Paphies australis,Pipi wedge clam,Mesodesmatidae,BIVALVIA
56,31624002XX,AKX,Paphies spp,,Mesodesmatidae,BIVALVIA
56,3162400301,DJC,Donacilla cornea,Corneous wedge clam,Mesodesmatidae,BIVALVIA
56,3162403901,CLM,Mesodesma donacium,Macha clam,Mesodesmatidae,BIVALVIA
56,3162403902,EQT,Mesodesma mactroides,Yellow wedge clam,Mesodesmatidae,BIVALVIA
56,3162403903,EQU,Mesodesma subtriangulatum,Tuatua wedge clam,Mesodesmatidae,BIVALVIA
56,3162403904,EQV,Mesodesma ventricosum,Toheroa wedge clam,Mesodesmatidae,BIVALVIA
56,31624039XX,EBX,Mesodesma spp,,Mesodesmatidae,BIVALVIA
53,3162500101,IMA,Isognomon alatus,Flat tree oyster,Isognomonidae,BIVALVIA
53,3162500102,IMR,Isognomon recognitus,Pacific tree oyster,Isognomonidae,BIVALVIA
53,3162500103,IOJ,Isognomon janus,Janus tree oyster,Isognomonidae,BIVALVIA
53,3162500104,IGH,Isognomon ephippium,Saddle tree oyster,Isognomonidae,BIVALVIA
53,3162500105,IGQ,Isognomon isognomum,Wader tree oyster,Isognomonidae,BIVALVIA
53,3162500106,IMP,Isognomon perna,Rayed tree oyster,Isognomonidae,BIVALVIA
53,31625001XX,IMX,Isognomon spp,,Isognomonidae,BIVALVIA
56,3162605001,TDG,Tridacna gigas,Giant clam,Tridacnidae,BIVALVIA
56,3162605002,TDD,Tridacna derasa,Smooth giant clam,Tridacnidae,BIVALVIA
56,3162605003,TDS,Tridacna squamosa,Fluted giant clam,Tridacnidae,BIVALVIA
56,3162605004,DKC,Tridacna crocea,Crocus giant clam,Tridacnidae,BIVALVIA
56,3162605005,DKX,Tridacna maxima,Elongate giant clam,Tridacnidae,BIVALVIA
56,3162605101,HIP,Hippopus hippopus,Bear paw clam,Tridacnidae,BIVALVIA
56,3162605102,HJQ,Hippopus porcellanus,China clam,Tridacnidae,BIVALVIA
56,3162700101,TNX,Laternula elliptica,Antarctic soft-shell clam,Laternulidae,BIVALVIA
56,3162700102,ELV,Laternula truncata,Truncate lantern clam,Laternulidae,BIVALVIA
56,31627001XX,ERX,Laternula spp,,Laternulidae,BIVALVIA
55,3162800101,IML,Lima lima,Spiny file shell,Limidae,BIVALVIA
55,3162800102,IMV,Lima vulgaris,Common file shell,Limidae,BIVALVIA
55,3162800201,IMT,Limaria tuberculata,Inflated file shell,Limidae,BIVALVIA
55,3162800301,KTR,Acesta rathbuni,Rathbun's giant file shell,Limidae,BIVALVIA
55,3162800302,AVI,Acesta maui,Giant file shell,Limidae,BIVALVIA
55,3162800401,KTX,Ctenoides scabra,Rough lima,Limidae,BIVALVIA
56,3162900101,LQI,Limopsis marionensis,Antarctic airy limopsis,Limopsidae,BIVALVIA
56,3163000101,NQE,Anodontia edentula,Toothless lucine,Lucinidae,BIVALVIA
56,3163000201,KKO,Codakia orbicularis,Atlantic tiger lucine,Lucinidae,BIVALVIA
56,3163000202,KKT,Codakia tigerina,Pacific tiger lucine,Lucinidae,BIVALVIA
56,3163000203,KKI,Codakia interrupta,Interrupted lucine,Lucinidae,BIVALVIA
56,3163000204,KKP,Codakia punctata,Punctate lucine,Lucinidae,BIVALVIA
56,31630002XX,KLX,Codakia spp,,Lucinidae,BIVALVIA
56,3163000401,ULK,Austriella corrugata,Corrugate lucine,Lucinidae,BIVALVIA
56,3163000501,EKL,Epicodakia bella,Divergent lucine,Lucinidae,BIVALVIA
56,3163000601,LQU,Loripes lucinalis,Pale lucina,Lucinidae,BIVALVIA
56,3163000701,LQB,Lucinoma borealis,Northern lucina,Lucinidae,BIVALVIA
56,3163000801,EWQ,Lucina pensylvanica,Pennsylvania lucine,Lucinidae,BIVALVIA
56,31630008XX,EWX,Lucina spp,,Lucinidae,BIVALVIA
53,3163100101,USG,Malleus regula,Straight hammer oyster,Malleidae,BIVALVIA
53,3163100102,EQB,Malleus albus,White hammer oyster,Malleidae,BIVALVIA
53,3163100103,EQM,Malleus malleus,Black hammer oyster,Malleidae,BIVALVIA
56,3163200101,LQG,Malletia gigantea,Kerguelen malletia,Malletiidae,BIVALVIA
56,3163300101,KTF,Carditamera floridana,Broad ribbed cardita,Carditidae,BIVALVIA
56,3163300201,KDQ,Cardites antiquatus,Antique cardita,Carditidae,BIVALVIA
56,3163300202,KDT,Cardites tankervillei,Tankerville's cardita,Carditidae,BIVALVIA
56,3163300203,KDB,Cardites bicolor,Twotoned cardita,Carditidae,BIVALVIA
56,3163300301,YCI,Cyclocardia astartoides,Antarctic cardita,Carditidae,BIVALVIA
56,3163300401,KDJ,Cardiocardita ajar,Ajar cardita,Carditidae,BIVALVIA
56,31633004XX,KBX,Cardiocardita spp,,Carditidae,BIVALVIA
56,3163300501,BNG,Beguina semiorbiculata,Halfround cardita,Carditidae,BIVALVIA
56,3163400101,EQO,Estellacar olivacea,Olive ark,Noetiidae,BIVALVIA
56,3163500101,OLQ,Portlandia isonota,Kerguelen nut shell,Nuculanidae,BIVALVIA
56,3163500201,YDH,Yoldia eightsii,Antarctic yoldia,Nuculanidae,BIVALVIA
56,3163600101,BEQ,Barnea candida,White piddock,Pholadidae,BIVALVIA
56,3163600102,BQS,Barnea subtruncata,Pacific mud piddock,Pholadidae,BIVALVIA
56,3163600103,BQD,Barnea dilatata,Dilate piddock,Pholadidae,BIVALVIA
56,3163600104,BQM,Barnea manilensis,Manila piddock,Pholadidae,BIVALVIA
56,3163600105,BQT,Barnea truncata,Truncate barnea,Pholadidae,BIVALVIA
56,3163600201,YPK,Cyrtopleura costata,Angel wing,Pholadidae,BIVALVIA
56,3163600301,FLK,Pholas chiloensis,Pacific coast angel wing,Pholadidae,BIVALVIA
56,3163600302,FOO,Pholas orientalis,Oriental angel wing,Pholadidae,BIVALVIA
56,3163600303,FOD,Pholas dactylus,Common piddock,Pholadidae,BIVALVIA
56,31636003XX,FJX,Pholas spp,,Pholadidae,BIVALVIA
56,3163600401,MJX,Martesia striata,Striate martesia,Pholadidae,BIVALVIA
56,3163600501,TXP,Talona explanata,Talona pholaad,Pholadidae,BIVALVIA
55,3163700101,TQF,Atrina fragilis,Brittle pen shell,Pinnidae,BIVALVIA
55,3163700102,TQE,Atrina pectinata,Comb pen shell,Pinnidae,BIVALVIA
55,3163700103,TQM,Atrina maura,Maura pen shell,Pinnidae,BIVALVIA
55,3163700104,TQC,Atrina tuberculosa,Tuberculate pen shell,Pinnidae,BIVALVIA
55,3163700105,TQX,Atrina vexillum,Flag pen shell,Pinnidae,BIVALVIA
55,3163700106,RNY,Atrina chautardi,Chautard's pen shell,Pinnidae,BIVALVIA
55,31637001XX,TQY,Atrina spp,Pen shells nei,Pinnidae,BIVALVIA
55,3163700201,PQB,Pinna nobilis,Noble pen shell,Pinnidae,BIVALVIA
55,3163700202,PJQ,Pinna rugosa,Rugose pen shell,Pinnidae,BIVALVIA
55,3163700203,IAK,Pinna bicolor,Bicolor pen shell,Pinnidae,BIVALVIA
55,3163700204,NAJ,Pinna muricata,Prickly pen shell,Pinnidae,BIVALVIA
55,3163700205,NNW,Pinna rudis,Rough pen shell,Pinnidae,BIVALVIA
55,31637002XX,IDX,Pinna spp,,Pinnidae,BIVALVIA
56,3163800101,GQE,Gari elongata,Elongate sunset clam,Psammobiidae,BIVALVIA
56,3163800102,GQM,Gari minor,Minor sunset clam,Psammobiidae,BIVALVIA
56,3163800103,GJT,Gari togata,Courtesan sunset clam,Psammobiidae,BIVALVIA
56,3163800104,GJQ,Gari squamosa,Squamose sunset clam,Psammobiidae,BIVALVIA
56,3163800105,GJU,Gari truncata,Truncate sunset clam,Psammobiidae,BIVALVIA
56,3163800106,GJD,Gari depressa,Depressed sunset clam,Psammobiidae,BIVALVIA
56,3163800107,GIF,Gari fervensis,Faeroe sunset clam,Psammobiidae,BIVALVIA
56,31638001XX,GIX,Gari spp,Sunset clams nei,Psammobiidae,BIVALVIA
56,3163800201,HXF,Heterodonax pacificus,Western small false donax,Psammobiidae,BIVALVIA
56,3163800301,HUQ,Hiatula chinensis,Chinese sanguin,Psammobiidae,BIVALVIA
56,3163800401,UTN,Nuttallia nuttallii,Nuttall's mahogany clam,Psammobiidae,BIVALVIA
56,3163800402,NUY,Nuttallia obscurata,Varnish clam,Psammobiidae,BIVALVIA
56,3163800501,UNU,Sanguinolaria cruenta,Operculate sanguin,Psammobiidae,BIVALVIA
56,31638005XX,UJX,Sanguinolaria spp,,Psammobiidae,BIVALVIA
56,3163800601,FSV,Asaphis violascens,Pacific asaphis,Psammobiidae,BIVALVIA
56,31638006XX,FWX,Asaphis spp,,Psammobiidae,BIVALVIA
56,3163800701,OIF,Soletellina diphos,Diphos sanguin,Psammobiidae,BIVALVIA
56,3163900101,SRZ,Semele radiata,Radiate semele,Semelidae,BIVALVIA
56,3163900102,EMQ,Semele decisa,Bark semele,Semelidae,BIVALVIA
56,3163900103,TUW,Semele solida,Chilean semele,Semelidae,BIVALVIA
56,31639001XX,XML,Semele spp,Semeles nei,Semelidae,BIVALVIA
56,3164000101,SVT,Sinonovacula constricta,Constricted tagelus,Solecurtidae,BIVALVIA
56,3164000201,TGZ,Tagelus dombeii,Dombey's tagelus,Solecurtidae,BIVALVIA
56,3164000202,TEX,Tagelus plebeius,Stout tagelus,Solecurtidae,BIVALVIA
56,3164000203,TEY,Tagelus californianus,Californian tagelus,Solecurtidae,BIVALVIA
56,3164000204,TLX,Tagelus peruvianus,Duckbill tagelus,Solecurtidae,BIVALVIA
56,3164000205,GLW,Tagelus adansonii,Adanson's tagelus,Solecurtidae,BIVALVIA
56,31640002XX,GHX,Tagelus spp,,Solecurtidae,BIVALVIA
56,3164000301,ZNB,Azorinus abbreviatus,Small short razor,Solecurtidae,BIVALVIA
56,3164000302,ZNC,Azorinus chamasolen,Antique razor clam,Solecurtidae,BIVALVIA
56,3164000401,KUT,Solecurtus divaricatus,Divaricate short razor,Solecurtidae,BIVALVIA
56,3164000402,UUT,Solecurtus strigilatus,Rasp short razor,Solecurtidae,BIVALVIA
56,31640004XX,UUX,Solecurtus spp,,Solecurtidae,BIVALVIA
56,3164000501,FRL,Pharus legumen,Bean solen,Solecurtidae,BIVALVIA
53,3164100101,DYM,Spondylus americanus,Atlantic thorny oyster,Spondylidae,BIVALVIA
53,3164100102,DYD,Spondylus gaederopus,European thorny oyster,Spondylidae,BIVALVIA
53,3164100103,DYJ,Spondylus ictericus,Digitate thorny oyster,Spondylidae,BIVALVIA
53,3164100105,ONF,Spondylus calcifer,Donkey thorny oyster,Spondylidae,BIVALVIA
53,3164100106,OUQ,Spondylus princeps,Pacific thorny oyster,Spondylidae,BIVALVIA
53,3164100107,OOQ,Spondylus squamosus,Ducal thorny oyster,Spondylidae,BIVALVIA
53,3164100108,DYB,Spondylus barbatus,Bearded thorny oyster,Spondylidae,BIVALVIA
53,3164100109,DUL,Spondylus butleri,Butler's thorny oyster,Spondylidae,BIVALVIA
53,3164100110,DSJ,Spondylus imperialis,Imperial thorny oyster,Spondylidae,BIVALVIA
53,3164100111,DSV,Spondylus versicolor,Golden thorny oyster,Spondylidae,BIVALVIA
53,31641001XX,DZX,Spondylus spp,Thorny oysters nei,Spondylidae,BIVALVIA
56,3164200101,MQF,Macoma brevifrons,Short macoma,Tellinidae,BIVALVIA
56,3164200102,OKC,Macoma constricta,Constricted macoma,Tellinidae,BIVALVIA
56,3164200103,MKD,Macoma grandis,Grand macoma,Tellinidae,BIVALVIA
56,3164200104,MCZ,Macoma nasuta,Bentnose macoma,Tellinidae,BIVALVIA
56,3164200105,MKZ,Macoma secta,White sand macoma,Tellinidae,BIVALVIA
56,3164200106,KMC,Macoma cancellata,Cancellate panope,Tellinidae,BIVALVIA
56,31642001XX,OVX,Macoma spp,,Tellinidae,BIVALVIA
56,3164200201,TQI,Tellina incarnata,Fleshy tellin,Tellinidae,BIVALVIA
56,3164200202,TQL,Tellina alternata,Alternate tellin,Tellinidae,BIVALVIA
56,3164200203,TQT,Tellina planata,Flat tellin,Tellinidae,BIVALVIA
56,3164200204,TQS,Tellina staurella,Cross tellin,Tellinidae,BIVALVIA
56,3164200205,TQV,Tellina virgata,Virgate tellin,Tellinidae,BIVALVIA
56,3164200206,TNZ,Tellina laceridens,Lacerate tellin,Tellinidae,BIVALVIA
56,3164200207,TLY,Tellina simulans,Similar red tellin,Tellinidae,BIVALVIA
56,3164200208,TFK,Tellina foliacea,Foliated tellin,Tellinidae,BIVALVIA
56,3164200209,LLF,Tellina linguafelis,Cat's tongue tellin,Tellinidae,BIVALVIA
56,3164200210,LLX,Tellina palatam,Palate tellin,Tellinidae,BIVALVIA
56,3164200211,EQJ,Tellina remies,Remies tellin,Tellinidae,BIVALVIA
56,3164200212,EQC,Tellina scobinata,Rasp tellin,Tellinidae,BIVALVIA
56,3164200213,EQN,Tellina timorensis,Timor tellin,Tellinidae,BIVALVIA
56,3164200214,EIX,Tellina albicans,Glossy tellin,Tellinidae,BIVALVIA
56,3164200215,LIQ,Tellina pulchella,Beautiful tellin,Tellinidae,BIVALVIA
56,3164200216,ENW,Tellina tenuis,Delicate tellin,Tellinidae,BIVALVIA
56,3164200217,TXH,Tellina hyalina,Hyaline tellin,Tellinidae,BIVALVIA
56,3164200218,TXS,Tellina senegambiensis,Senegambian tellin,Tellinidae,BIVALVIA
56,3164200219,TXT,Tellina strigosa,Thin tellin,Tellinidae,BIVALVIA
56,3164200220,TXF,Tellina fabula,,Tellinidae,BIVALVIA
56,31642002XX,TWL,Tellina spp,Tellins nei,Tellinidae,BIVALVIA
56,3164200301,YMH,Apolymetis ephippium,Saddle grooved macoma,Tellinidae,BIVALVIA
56,3164200302,YIY,Apolymetis papyracea,Paper tellin,Tellinidae,BIVALVIA
56,31642003XX,YKX,Apolymetis spp,,Tellinidae,BIVALVIA
56,3164200401,GTG,Gastrana fragilis,Fragile tellin,Tellinidae,BIVALVIA
56,3164400101,UCL,Cucullaea labiata,Hooked ark,Cucullaeidae,BIVALVIA
81,3164500101,UNA,Placuna placenta,Windowpane oyster,Placunidae,BIVALVIA
81,3164500102,UNF,Placuna ephippium,Saddle oyster,Placunidae,BIVALVIA
56,3164600101,BCQ,Bactronophorus thoracites,Edible shipworm,Teredinidae,BIVALVIA
56,3164600201,YRK,Lyrodus pedicellatus,Siamese shipworm,Teredinidae,BIVALVIA
56,3164700101,YIU,Mysia undata,Undulated false lucine,Petricolidae,BIVALVIA
56,3164700201,PKH,Petricola pholadiformis,False angel wing,Petricolidae,BIVALVIA
56,31647002XX,PIX,Petricola spp,,Petricolidae,BIVALVIA
56,3164800101,OBN,Scrobicularia plana,Peppery furrow,Scrobiculariidae,BIVALVIA
56,3164900101,OMX,Solemya togata,Mediterranean awning clam,Solemyidae,BIVALVIA
56,3165000101,HQY,Thracia papyracea,Paper thracia,Thraciidae,BIVALVIA
56,3165000102,HQN,Thracia pubescens,Pubescent thracia,Thraciidae,BIVALVIA
51,3165100101,DRP,Dreissena polymorpha,Zebra mussel,Dreissenidae,BIVALVIA
56,3165100201,YIH,Mytilopsis leucophaeata,Dark falsemussel,Dreissenidae,BIVALVIA
56,3165100202,YSQ,Mytilopsis sallei,Santo Domingo falsemussel,Dreissenidae,BIVALVIA
53,3165200101,EGW,Euciroa galatheae,,Euciroidae,BIVALVIA
56,316XXXXXXX,CLX,Bivalvia,"Clams, etc. nei",,BIVALVIA
57,3210100101,EDK,Sepiadarium kochii,Koch’s bottletail squid,Sepiadariidae,CEPHALOPODA
57,3210100102,EDZ,Sepiadarium austrinum,Southern bottletail squid,Sepiadariidae,CEPHALOPODA
57,3210100201,EZL,Sepioloidea lineolata,Striped dumpling squid,Sepiadariidae,CEPHALOPODA
57,3210200201,EJA,Sepia aculeata,Needle cuttlefish,Sepiidae,CEPHALOPODA
57,3210200202,CTC,Sepia officinalis,Common cuttlefish,Sepiidae,CEPHALOPODA
57,3210200203,EJB,Sepia bertheloti,African cuttlefish,Sepiidae,CEPHALOPODA
57,3210200204,EJE,Sepia elegans,Elegant cuttlefish,Sepiidae,CEPHALOPODA
57,3210200205,IAR,Sepia orbignyana,Pink cuttlefish,Sepiidae,CEPHALOPODA
57,3210200206,EJN,Sepia andreana,Andrea cuttlefish,Sepiidae,CEPHALOPODA
57,3210200207,EIP,Sepia apama,Giant Australian cuttlefish,Sepiidae,CEPHALOPODA
57,3210200208,EJR,Sepia arabica,Arabian cuttlefish,Sepiidae,CEPHALOPODA
57,3210200209,EJU,Sepia aureomaculata,,Sepiidae,CEPHALOPODA
57,3210200210,EJT,Sepia australis,Southern cuttlefish,Sepiidae,CEPHALOPODA
57,3210200211,EJG,Sepia braggi,Slender cuttlefish,Sepiidae,CEPHALOPODA
57,3210200212,EIJ,Sepia brevimana,Shortclub cuttlefish,Sepiidae,CEPHALOPODA
57,3210200213,EJL,Sepia elobyana,Guinean cuttlefish,Sepiidae,CEPHALOPODA
57,3210200214,EJO,Sepia erostrata,,Sepiidae,CEPHALOPODA
57,3210200215,EJK,Sepia esculenta,Golden cuttlefish,Sepiidae,CEPHALOPODA
57,3210200216,EJF,Sepia foliopeza,,Sepiidae,CEPHALOPODA
57,3210200217,EIQ,Sepia kobiensis,Kobi cuttlefish,Sepiidae,CEPHALOPODA
57,3210200218,EJX,Sepia latimanus,Broadclub cuttlefish,Sepiidae,CEPHALOPODA
57,3210200219,IAL,Sepia longipes,Longarm cuttlefish,Sepiidae,CEPHALOPODA
57,3210200220,IAO,Sepia lorigera,Spider cuttlefish,Sepiidae,CEPHALOPODA
57,3210200221,EIY,Sepia lycidas,Kisslip cuttlefish,Sepiidae,CEPHALOPODA
57,3210200222,EJD,Sepia madokai,Madokai's cuttlefish,Sepiidae,CEPHALOPODA
57,3210200223,IAM,Sepia mestus,Reaper cuttlefish,Sepiidae,CEPHALOPODA
57,3210200224,IAI,Sepia tokioensis,,Sepiidae,CEPHALOPODA
57,3210200225,EJY,Sepia murrayi,Frog cuttlefish,Sepiidae,CEPHALOPODA
57,3210200226,IAA,Sepia omani,Oman cuttlefish,Sepiidae,CEPHALOPODA
57,3210200227,IAD,Sepia pardex,,Sepiidae,CEPHALOPODA
57,3210200228,IAT,Sepia peterseni,,Sepiidae,CEPHALOPODA
57,3210200229,IAH,Sepia pharaonis,Pharaoh cuttlefish,Sepiidae,CEPHALOPODA
57,3210200230,EJH,Sepia prashadi,Hooded cuttlefish,Sepiidae,CEPHALOPODA
57,3210200231,IAE,Sepia recurvirostra,Curvespine cuttlefish,Sepiidae,CEPHALOPODA
57,3210200232,IAV,Sepia savignyi,Broadback cuttlefish,Sepiidae,CEPHALOPODA
57,3210200233,EIW,Sepia subtenuipes,,Sepiidae,CEPHALOPODA
57,3210200234,EJW,Sepia tenuipes,,Sepiidae,CEPHALOPODA
57,3210200235,IAN,Sepia trygonina,Trident cuttlefish,Sepiidae,CEPHALOPODA
57,3210200237,CVT,Sepia hierredda,Giant African cuttlefish,Sepiidae,CEPHALOPODA
57,3210200238,IAQ,Sepia opipara,Magnificent cuttlefish,Sepiidae,CEPHALOPODA
57,3210200239,IEV,Sepia vermiculata,Patchwork cuttlefish,Sepiidae,CEPHALOPODA
57,3210200240,IEB,Sepia bandensis,Stumpy cuttlefish,Sepiidae,CEPHALOPODA
57,3210200241,WTB,Sepia bartletti,Bartlett's cuttlefish,Sepiidae,CEPHALOPODA
